CustomerID,Recency,Frequency,Monetary,Cluster,Segment,PC1,PC2
13762,219,1,306.72,3,Inactive Customers,-1.5975876723325506,0.42574965286028915
13763,63,1,1714.96,2,At-Risk Valuable Customers,-0.3102635481723215,0.26805356426958554
13764,71,3,1521.76,2,At-Risk Valuable Customers,0.21504588069888433,0.5656124403225957
13767,2,37,17220.36,1,High-Value Loyal Customers,4.616928861549864,0.29808332747090543
13769,2,10,2796.51,1,High-Value Loyal Customers,2.6331151844014644,-0.8393725174737819
13771,64,4,2634.45,2,At-Risk Valuable Customers,0.7162732191364812,0.7860438682482187
13772,34,3,1132.13,2,At-Risk Valuable Customers,0.3504305285823341,0.000779529145518044
13774,82,1,345.0,3,Inactive Customers,-1.1694651298185863,-0.14962656624832324
13777,1,33,25977.16,1,High-Value Loyal Customers,4.8663372612848095,0.14782280771000367
13778,103,1,178.7,3,Inactive Customers,-1.566543346998615,-0.24494688793467717
13780,7,2,360.01,0,Recent Low-Value Customers,0.11138522562590679,-1.461591855771583
13781,251,1,127.84,3,Inactive Customers,-2.0626187028752594,0.1951469264181486
13782,13,6,912.0,2,At-Risk Valuable Customers,1.1042717643495503,-0.44370907565228085
13784,10,11,2462.79,1,High-Value Loyal Customers,2.1550632766551767,-0.02838627962336931
13786,367,1,230.39999999999998,3,Inactive Customers,-1.9294330649138418,0.6482318416516213
13787,76,2,309.04,3,Inactive Customers,-0.8260962236727238,-0.08132316105931302
13790,4,1,348.8,0,Recent Low-Value Customers,-0.09075726217634074,-1.926850433728282
13791,128,2,1516.0,2,At-Risk Valuable Customers,-0.26981147427088065,0.8234173327262166
13792,66,2,195.55,3,Inactive Customers,-0.9892241223880641,-0.3353219068644632
13798,1,57,37153.85,1,High-Value Loyal Customers,5.519257769009051,0.4832079809484539
13799,117,2,688.86,3,Inactive Customers,-0.6096879302090208,0.4802601359175021
13800,310,1,558.32,3,Inactive Customers,-1.446314528468788,0.8625852874157429
13801,67,1,324.8,3,Inactive Customers,-1.1218420103025557,-0.2978886204566839
13802,139,3,4599.42,2,At-Risk Valuable Customers,0.4856025093036166,1.3894053711445968
13803,255,1,277.07,3,Inactive Customers,-1.7035762895313842,0.4849782768898526
13804,31,7,2635.79,2,At-Risk Valuable Customers,1.4124534764451424,0.517528540789348
13805,52,2,924.6,2,At-Risk Valuable Customers,-0.1643520168446259,0.0797315738203073
13806,64,1,256.38,3,Inactive Customers,-1.2164627329333968,-0.41224643855961884
13807,367,1,112.6,3,Inactive Customers,-2.26704744511709,0.38942444576200785
13808,6,5,1747.66,1,High-Value Loyal Customers,1.5380816791535579,-0.7060028649186295
13809,305,1,155.05,3,Inactive Customers,-2.045886043063514,0.3879439926131971
13810,29,3,1499.01,2,At-Risk Valuable Customers,0.5424356179203694,0.00507839032982142
13811,184,3,814.5,2,At-Risk Valuable Customers,-0.4418919074188467,0.9367590267637005
13812,42,3,539.0,2,At-Risk Valuable Customers,-0.07994002858070944,-0.13832093710789284
13813,40,4,1366.8600000000001,2,At-Risk Valuable Customers,0.5811563999672237,0.25532024036855566
13814,92,2,1579.12,2,At-Risk Valuable Customers,-0.12543246217745335,0.6307895329845283
13815,22,4,4027.36,2,At-Risk Valuable Customers,1.3146009945457746,0.28172078964448966
13816,24,2,571.6700000000001,0,Recent Low-Value Customers,-0.10506152832418976,-0.5713323125624284
13817,29,2,382.98,0,Recent Low-Value Customers,-0.36441050690908555,-0.6011428463798351
13819,302,3,1140.35,2,At-Risk Valuable Customers,-0.47089816035586773,1.3718523763393402
13821,145,2,385.64,3,Inactive Customers,-0.9658023093257958,0.4046361274041291
13822,6,2,632.0,0,Recent Low-Value Customers,0.4288919057981729,-1.341973610929173
13823,19,2,957.66,0,Recent Low-Value Customers,0.22469866788461898,-0.5253855389588269
13824,33,5,1698.94,2,At-Risk Valuable Customers,0.9207535789319214,0.28574396861335205
13826,176,1,189.5,3,Inactive Customers,-1.7420427639560734,0.11342570181408468
13827,58,3,412.05,2,At-Risk Valuable Customers,-0.32799384635158707,-0.035248821026217146
13828,22,1,209.49,0,Recent Low-Value Customers,-0.9149187437570601,-1.144077121581651
13831,16,6,2202.99,1,High-Value Loyal Customers,1.4482831100332836,-2.7718421665944235e-05
13832,19,1,52.199999999999996,0,Recent Low-Value Customers,-1.5141783068610937,-1.7330060519093442
13833,159,1,384.8,3,Inactive Customers,-1.3685946895475618,0.3061041703690569
13835,25,4,834.57,2,At-Risk Valuable Customers,0.5213093346852982,-0.21275379406453399
13837,212,2,271.24,3,Inactive Customers,-1.276594383973224,0.516480411401439
13838,6,4,691.73,0,Recent Low-Value Customers,0.9337571773087193,-1.112893566136452
13841,253,1,85.0,3,Inactive Customers,-2.2574576765404033,0.05311545898508451
13842,59,9,3385.62,2,At-Risk Valuable Customers,1.4928608408980255,1.0928550116666325
13844,11,1,361.62,0,Recent Low-Value Customers,-0.4082096824393988,-1.35869866578584
13845,65,1,312.98,3,Inactive Customers,-1.1279707839291409,-0.3302585825412765
13846,25,3,865.0600000000001,2,At-Risk Valuable Customers,0.3364681523991325,-0.2854568380304459
13848,92,3,1255.0,2,At-Risk Valuable Customers,0.025857265888759775,0.6578186648545912
13849,52,2,1537.95,2,At-Risk Valuable Customers,0.07690772888360817,0.2646757295974545
13850,129,1,1595.48,2,At-Risk Valuable Customers,-0.6153001779684615,0.6910939685020647
13851,96,3,2651.46,2,At-Risk Valuable Customers,0.3645065598351432,0.9564540526125743
13853,57,1,1090.14,2,At-Risk Valuable Customers,-0.48749313024955426,0.040945809735223514
13854,9,25,8109.5199999999995,1,High-Value Loyal Customers,3.4562753994794364,0.6416901804627206
13856,169,3,388.5,3,Inactive Customers,-0.7602323537566138,0.6143472987860656
13858,57,1,216.17,3,Inactive Customers,-1.2535331962482983,-0.5462828341065742
13859,326,1,201.16,3,Inactive Customers,-1.9484002624241852,0.5241997827419673
13860,1,5,1245.9,1,High-Value Loyal Customers,1.8563030293284215,-1.6232927861354798
13862,18,8,2209.36,1,High-Value Loyal Customers,1.6344822749053494,0.16810544187092755
13863,248,1,305.78,3,Inactive Customers,-1.6463554153303128,0.5031435980667055
13865,58,4,501.56,2,At-Risk Valuable Customers,-0.03306708418283128,0.12184328906080974
13866,74,1,145.67000000000002,3,Inactive Customers,-1.5380074430315398,-0.5260898755569317
13867,31,3,1015.29,2,At-Risk Valuable Customers,0.33303178100209224,-0.09562268337354082
13868,7,2,3192.54,0,Recent Low-Value Customers,1.145860836151492,-0.6685867156757502
13869,123,4,3104.95,2,At-Risk Valuable Customers,0.5474148240214403,1.2553035785200255
13870,2,8,2770.94,1,High-Value Loyal Customers,2.44723756386523,-0.9198182708967334
13871,23,13,6403.25,1,High-Value Loyal Customers,2.4496944096181683,0.8729675892730119
13873,120,3,389.6,3,Inactive Customers,-0.6289708022925464,0.39980382878567167
13874,358,1,540.45,3,Inactive Customers,-1.5165684175911156,0.9417729121286661
13875,54,5,1786.79,2,At-Risk Valuable Customers,0.7608755436859653,0.6090160184557051
13876,64,1,122.7,3,Inactive Customers,-1.5641514831682835,-0.6787766141233299
13877,86,1,117.24,3,Inactive Customers,-1.6969688084238008,-0.5103701487728821
13878,55,1,1281.53,2,At-Risk Valuable Customers,-0.3973937723633345,0.07748649225419435
13880,21,13,3219.77,1,High-Value Loyal Customers,2.1567758494071065,0.5677690021180986
13881,4,20,17159.52,1,High-Value Loyal Customers,3.8835870450807066,0.3927876127335291
13882,3,5,1191.13,1,High-Value Loyal Customers,1.5701231527208481,-1.2001686182025497
13883,11,5,2674.48,1,High-Value Loyal Customers,1.5339307478099313,-0.20956962448841623
13884,7,5,787.6,0,Recent Low-Value Customers,1.1091632724729439,-0.9110267692943592
13885,189,2,506.8,3,Inactive Customers,-0.9371038842199654,0.6708067901910639
13886,71,1,243.56,3,Inactive Customers,-1.2797907212032107,-0.3659862684814058
13887,204,1,349.55,3,Inactive Customers,-1.5087653446509754,0.4283808365949637
13888,120,2,605.63,3,Inactive Customers,-0.6802920941129278,0.44940819410362837
13889,93,1,416.90000000000003,3,Inactive Customers,-1.1274276373978753,-0.0020405423102995103
13890,1,10,1883.8100000000002,1,High-Value Loyal Customers,2.600655912522817,-1.2400952431413517
13892,27,4,632.97,2,At-Risk Valuable Customers,0.3619663993762739,-0.26620906694380236
13893,298,1,821.1,3,Inactive Customers,-1.2485160576414365,0.9777387145628772
13894,24,3,564.62,0,Recent Low-Value Customers,0.14928835155173262,-0.46529964567172527
13895,28,4,2593.07,2,At-Risk Valuable Customers,1.0171678322782585,0.2685806444092034
13897,50,1,311.16,3,Inactive Customers,-1.0322081871478643,-0.49584026250389834
13898,326,1,155.93,3,Inactive Customers,-2.0685806953926846,0.4320722351098467
13899,16,2,388.52,0,Recent Low-Value Customers,-0.1405757362647764,-0.9560411140413952
13900,183,3,740.95,2,At-Risk Valuable Customers,-0.48467359757122375,0.8989395144248993
13901,72,5,2867.2,2,At-Risk Valuable Customers,0.8770023514249269,0.9604760634723281
13904,37,2,332.64,0,Recent Low-Value Customers,-0.5214243634603672,-0.5023887836422055
13908,80,4,2369.55,2,At-Risk Valuable Customers,0.5819151431135859,0.8870313449229011
13911,57,9,2580.91,2,At-Risk Valuable Customers,1.3770726374403492,0.972669877894495
13914,12,2,626.45,0,Recent Low-Value Customers,0.18816663984870086,-0.9526983326570655
13917,50,2,272.04,3,Inactive Customers,-0.7289764211073836,-0.38875224956928767
13918,50,2,1212.8400000000001,2,At-Risk Valuable Customers,-0.02100608525376944,0.15396147867612442
13919,59,2,384.81,3,Inactive Customers,-0.627018639911908,-0.1599491235445025
13922,352,1,172.25,3,Inactive Customers,-2.0508673214600583,0.5165688111423167
13923,54,1,351.13,3,Inactive Customers,-1.0038869382056756,-0.4041391793251615
13924,2,6,1838.8500000000001,1,High-Value Loyal Customers,2.025412228007402,-1.1654779756419371
13925,93,4,678.25,2,At-Risk Valuable Customers,-0.06807654404418503,0.5267330787518762
13926,23,1,223.85000000000002,0,Recent Low-Value Customers,-0.8998644775791272,-1.0930868305738188
13927,75,1,348.99,3,Inactive Customers,-1.1303567949587865,-0.20131681507762877
13928,11,4,464.57,0,Recent Low-Value Customers,0.5392271537718096,-0.9157159326489044
13929,169,2,842.65,3,Inactive Customers,-0.6537050400636017,0.7849547638924098
13930,58,2,337.34,3,Inactive Customers,-0.6828997300868694,-0.21836540088365972
13931,96,2,1237.53,2,At-Risk Valuable Customers,-0.257109071048901,0.5688839329610226
13932,295,1,307.4,3,Inactive Customers,-1.7099269416458243,0.614684441783962
13933,109,2,608.7900000000001,3,Inactive Customers,-0.6414068303519371,0.3908703055626177
13934,264,1,922.1,3,Inactive Customers,-1.1474021670916628,0.9433563750663848
13936,180,1,376.58,3,Inactive Customers,-1.42593864310103,0.3764583442516438
13937,169,1,158.85,3,Inactive Customers,-1.809864889370215,0.024031757382181093
13938,35,1,71.66,3,Inactive Customers,-1.5908545444734812,-1.2469436797252662
13939,23,3,568.55,0,Recent Low-Value Customers,0.16817291404475443,-0.48866255110943935
13940,17,4,839.14,0,Recent Low-Value Customers,0.6644120705299734,-0.44391186658047466
13941,22,5,5112.96,1,High-Value Loyal Customers,1.5927541708644524,0.4385760767236435
13946,79,3,561.5699999999999,2,At-Risk Valuable Customers,-0.297738805696133,0.2701859811192387
13947,65,1,90.6,3,Inactive Customers,-1.7125489290938365,-0.7783827037738346
13948,361,1,102.0,3,Inactive Customers,-2.307248705389896,0.34336944010289044
13949,3,6,2427.32,1,High-Value Loyal Customers,2.0471743387866064,-0.8821327802846808
13950,11,4,745.06,0,Recent Low-Value Customers,0.7629908568782988,-0.7441838395528003
13951,176,3,674.45,2,At-Risk Valuable Customers,-0.5144128244481162,0.8401899470595445
13952,218,2,3251.071,2,At-Risk Valuable Customers,-0.110191451821377,1.4363678704303806
13953,7,7,3515.68,1,High-Value Loyal Customers,2.078826776014201,-0.2566511791142555
13954,2,2,439.92,0,Recent Low-Value Customers,0.5810650656879367,-2.0107120478702654
13955,154,2,322.96,3,Inactive Customers,-1.0725928694058864,0.37822086282720185
13956,5,5,1026.42,0,Recent Low-Value Customers,1.3446285235140876,-0.9971874027138142
13959,79,3,598.2,2,At-Risk Valuable Customers,-0.26780523339479534,0.2931323671479346
13960,21,2,230.22,0,Recent Low-Value Customers,-0.4865883810187501,-0.982295348171278
13962,22,2,169.55,0,Recent Low-Value Customers,-0.6479945943695093,-1.0648216900413705
13963,308,4,664.54,2,At-Risk Valuable Customers,-0.5324912760203467,1.273820369766358
13967,146,1,80.7,3,Inactive Customers,-2.0728168886981773,-0.3122860162313622
13969,7,18,9053.94,1,High-Value Loyal Customers,3.310087316337179,0.4197632155934288
13971,19,8,2758.26,1,High-Value Loyal Customers,1.720137302008873,0.2813122097948807
13972,71,2,190.25,3,Inactive Customers,-1.0296981063949613,-0.29963350308547765
13973,287,1,264.7,3,Inactive Customers,-1.770177068486279,0.5431009894372165
13974,49,1,413.59000000000003,3,Inactive Customers,-0.8899805799950494,-0.40516762742228435
13975,31,6,2526.28,2,At-Risk Valuable Customers,1.271536132699934,0.45079004260819416
13976,207,1,357.98,3,Inactive Customers,-1.5030402808819892,0.44623615752291396
13978,15,2,196.79000000000002,0,Recent Low-Value Customers,-0.43900643615381924,-1.2410063476036344
13979,73,1,869.87,3,Inactive Customers,-0.6875863222991524,0.11338105788828594
13980,60,1,200.14,3,Inactive Customers,-1.309190719423893,-0.542202434846645
13982,39,4,1871.81,2,At-Risk Valuable Customers,0.739687093841348,0.3539577423546502
13983,30,12,2603.43,1,High-Value Loyal Customers,1.8579003495378115,0.6794586087191787
13984,27,5,920.51,2,At-Risk Valuable Customers,0.7043702621613763,-0.06010068573256547
13985,4,15,7060.13,1,High-Value Loyal Customers,3.2162148393270513,-0.034727548317202483
13986,17,1,320.46,0,Recent Low-Value Customers,-0.6203184125755037,-1.1454561288509273
13988,20,6,4147.96,1,High-Value Loyal Customers,1.6677230175564455,0.36405985415830744
13989,66,2,1266.08,2,At-Risk Valuable Customers,-0.10490365614156572,0.34257776335504325
13990,213,1,311.3,3,Inactive Customers,-1.5800107454617178,0.4135925202986602
13991,12,6,855.97,2,At-Risk Valuable Customers,1.1025361081236011,-0.5137329353373195
13992,30,1,76.8,3,Inactive Customers,-1.5012810818378968,-1.3168850736174866
13993,43,9,3466.36,1,High-Value Loyal Customers,1.6225573307491636,0.9047835871350047
13994,4,6,2313.14,1,High-Value Loyal Customers,1.9390527590120066,-0.7581765032143682
13995,15,5,1393.69,2,At-Risk Valuable Customers,1.1148634504576085,-0.2641540845012796
13999,10,12,3901.81,1,High-Value Loyal Customers,2.445751334755709,0.16970072545013945
14000,211,1,635.66,3,Inactive Customers,-1.2384253334043507,0.6667403294491242
14001,46,3,2043.0800000000002,2,At-Risk Valuable Customers,0.5177405165344648,0.4022958066429414
14002,134,2,529.73,3,Inactive Customers,-0.7855569983994999,0.4701994211578589
14004,43,7,4582.64,2,At-Risk Valuable Customers,1.553151361542234,0.9205705146952298
14005,10,5,2874.72,1,High-Value Loyal Customers,1.601428586243816,-0.23848131440555045
14006,116,3,962.19,2,At-Risk Valuable Customers,-0.1878262236540373,0.7068146405819119
14009,198,2,695.61,3,Inactive Customers,-0.8047701963903771,0.8151500373016694
14012,278,1,328.8,3,Inactive Customers,-1.6554895870924173,0.6015887563733805
14013,110,3,473.02,3,Inactive Customers,-0.504155620883393,0.41552645105158553
14014,77,1,505.18,3,Inactive Customers,-0.9651850776120787,-0.0506223737868
14015,53,1,917.34,3,Inactive Customers,-0.5420021275717316,-0.06707741489587593
14016,162,4,4341.21,2,At-Risk Valuable Customers,0.6019167569777248,1.5505714199663223
14019,47,3,1421.61,2,At-Risk Valuable Customers,0.3376983985519958,0.28379483459715255
14020,17,2,642.8,0,Recent Low-Value Customers,0.07602372276635015,-0.7370187749467648
14021,155,3,631.9,2,At-Risk Valuable Customers,-0.4970300583176804,0.7364489767730363
14022,225,1,440.0,3,Inactive Customers,-1.4371060753030684,0.5737126294008007
14023,7,2,584.07,0,Recent Low-Value Customers,0.3405027577048377,-1.2859556408855188
14024,122,2,327.7,3,Inactive Customers,-0.9773386882756903,0.2368951392893258
14027,61,1,104.82,3,Inactive Customers,-1.6201794917711578,-0.7655267921242557
14029,63,2,467.66,3,Inactive Customers,-0.5593675936672219,-0.04826631482336319
14030,18,8,2360.09,1,High-Value Loyal Customers,1.6657863585425137,0.1921024302751769
14031,7,19,17286.86,1,High-Value Loyal Customers,3.6633642512242997,0.6747182074574289
14032,2,11,2975.59,1,High-Value Loyal Customers,2.741267107009537,-0.7833680894615223
14034,22,3,651.8199999999999,0,Recent Low-Value Customers,0.24918827338326016,-0.4660080832979592
14035,29,5,1428.02,2,At-Risk Valuable Customers,0.8861996046435082,0.14323746865621642
14036,285,1,626.65,3,Inactive Customers,-1.3595972915567451,0.8513824650069624
14037,176,2,147.20000000000002,3,Inactive Customers,-1.4944226054064254,0.17788313927595287
14038,78,3,1560.38,2,At-Risk Valuable Customers,0.1914772544376839,0.6335480019580948
14039,33,1,152.2,0,Recent Low-Value Customers,-1.2150326949111316,-1.0118295094262737
14040,41,12,3614.92,1,High-Value Loyal Customers,1.8975678839716232,0.9913609808710953
14041,266,1,141.41,3,Inactive Customers,-2.0371932640180788,0.2682325218408294
14044,27,4,652.82,2,At-Risk Valuable Customers,0.37659651220013296,-0.25499395993552043
14045,109,4,1659.75,2,At-Risk Valuable Customers,0.2961105807916063,0.9516115003249457
14046,284,1,154.99,3,Inactive Customers,-2.018901468936366,0.3427283769570445
14047,9,5,1308.6100000000001,2,At-Risk Valuable Customers,1.2645919878558878,-0.5850389154452365
14048,305,1,409.93,3,Inactive Customers,-1.5864196870115779,0.7401603023482983
14049,17,4,5681.72,2,At-Risk Valuable Customers,1.5715402122409265,0.25147164153034846
14050,32,2,746.36,0,Recent Low-Value Customers,-0.0848109184567737,-0.2984618168328295
14051,1,23,15610.390000000001,1,High-Value Loyal Customers,4.309610874177821,-0.17126068000774772
14052,20,1,225.36,0,Recent Low-Value Customers,-0.8456635420544627,-1.175312695730506
14053,124,2,260.25,3,Inactive Customers,-1.0924872658531404,0.16357580034357483
14054,65,1,92.46,3,Inactive Customers,-1.7030097099681984,-0.7710701584395968
14055,106,1,725.6400000000001,3,Inactive Customers,-0.9144177085779652,0.28131772885914785
14056,1,23,8214.65,1,High-Value Loyal Customers,4.004978733720138,-0.4047846517315478
14057,24,17,6217.96,1,High-Value Loyal Customers,2.647494650797147,0.9847341995946042
14059,267,1,183.6,3,Inactive Customers,-1.9154890040468202,0.3649933853645128
14060,5,19,6140.42,1,High-Value Loyal Customers,3.2821740660738374,0.11584374145227398
14062,10,12,10464.85,1,High-Value Loyal Customers,2.9138420494289643,0.5285282695605595
14064,29,5,1353.74,2,At-Risk Valuable Customers,0.8608692643937441,0.12381981413245854
14066,267,1,152.55,3,Inactive Customers,-2.002881691174188,0.2980001673575855
14067,64,2,374.7,3,Inactive Customers,-0.6702052580055673,-0.11886052322672379
14068,320,1,265.85,3,Inactive Customers,-1.8095800811303229,0.6134501598076948
14071,4,8,1438.82,1,High-Value Loyal Customers,1.941207629407711,-0.8342264964762436
14073,32,1,151.04,0,Recent Low-Value Customers,-1.2072320800394871,-1.03352152360654
14075,5,3,942.26,0,Recent Low-Value Customers,0.9373020583357375,-1.1840720107862452
14076,129,1,122.47,3,Inactive Customers,-1.8298989563944172,-0.2399894370859501
14077,41,5,499.41999999999996,2,At-Risk Valuable Customers,0.2596999665065031,-0.02513448027289841
14078,102,6,1049.37,2,At-Risk Valuable Customers,0.4082004384223696,0.8725585636471309
14079,125,1,375.1,3,Inactive Customers,-1.2893932456009551,0.14538066562180707
14080,33,1,45.599999999999994,3,Inactive Customers,-1.779796982176419,-1.4447647842525098
14081,302,2,934.52,3,Inactive Customers,-0.8254942598372774,1.188973269944918
14082,365,1,182.25,3,Inactive Customers,-2.038057902638791,0.5599111120466933
14083,4,9,1018.43,1,High-Value Loyal Customers,1.8726687347049549,-0.9193423943451795
14085,2,18,4448.54,1,High-Value Loyal Customers,3.3477188718242408,-0.46055522511689895
14087,3,1,194.42,0,Recent Low-Value Customers,-0.28176896511043314,-2.2801153850178073
14088,10,13,50491.81,1,High-Value Loyal Customers,3.7276590883335765,1.1294687966367096
14089,57,1,161.0,3,Inactive Customers,-1.3926117317849078,-0.6528972312323773
14090,325,1,76.32000000000001,3,Inactive Customers,-2.403308280383817,0.17263878002875035
14092,8,14,4076.91,1,High-Value Loyal Customers,2.672702038996794,0.11342282495951887
14093,12,1,442.85,0,Recent Low-Value Customers,-0.3428772384136284,-1.234421855728284
14096,4,17,65164.79,1,High-Value Loyal Customers,4.377329713521259,0.8189399497363009
14098,37,1,147.35,3,Inactive Customers,-1.272799796512873,-0.953013394081878
14099,16,11,3104.17,1,High-Value Loyal Customers,2.098512144711616,0.33177490933487563
14100,138,1,194.9,3,Inactive Customers,-1.6364297289546585,-0.0296317753604793
14101,74,6,5976.79,2,At-Risk Valuable Customers,1.3545961346725826,1.3039816927523804
14102,5,5,1360.28,1,High-Value Loyal Customers,1.4781505000126212,-0.8948325355697779
14104,155,2,216.20999999999998,3,Inactive Customers,-1.2647479829072947,0.23688020900503148
14105,239,1,1266.23,3,Inactive Customers,-0.9591809053410342,0.9957915297281367
14107,52,7,2703.23,2,At-Risk Valuable Customers,1.2316376549391417,0.8466104223978306
14108,31,2,597.91,0,Recent Low-Value Customers,-0.17813136636181992,-0.3985224770390468
14109,73,1,144.2,3,Inactive Customers,-1.5376582753302919,-0.5382644921334319
14110,4,12,5683.15,1,High-Value Loyal Customers,2.9254532126508273,-0.19342037514384144
14111,14,4,692.85,0,Recent Low-Value Customers,0.6432959991652135,-0.6290993703816746
14112,23,7,2915.15,1,High-Value Loyal Customers,1.5701686754954067,0.3717665110255554
14113,4,4,1840.42,1,High-Value Loyal Customers,1.526259050805865,-0.9705835193313314
14114,274,2,386.53,3,Inactive Customers,-1.2066550753435,0.8069068857605345
14116,20,5,1382.74,2,At-Risk Valuable Customers,1.007212186875313,-0.09461191533675037
14117,144,1,90.0,3,Inactive Customers,-2.016424873081176,-0.28175514958645187
14121,4,4,2780.15,1,High-Value Loyal Customers,1.721922685733764,-0.8205922902980772
14124,84,1,419.58000000000004,3,Inactive Customers,-1.0859364067504478,-0.06352442701841073
14125,11,3,2740.43,2,At-Risk Valuable Customers,1.178715293115026,-0.3565071340033821
14126,8,3,706.1300000000001,0,Recent Low-Value Customers,0.6456399392082546,-1.031813266741484
14127,123,3,709.71,2,At-Risk Valuable Customers,-0.3542821805544052,0.6330753973742057
14128,61,2,637.5,2,At-Risk Valuable Customers,-0.40048881891245325,0.04409747821348206
14129,2,5,1123.8600000000001,1,High-Value Loyal Customers,1.6524893750127814,-1.4036914354245984
14130,319,1,483.86,3,Inactive Customers,-1.525008383909266,0.8287041002093208
14132,2,11,3586.0299999999997,1,High-Value Loyal Customers,2.8297897257935625,-0.7155086919114819
14133,130,3,605.64,2,At-Risk Valuable Customers,-0.45039905219478915,0.6102978122513621
14135,2,15,4690.31,1,High-Value Loyal Customers,3.217376781223598,-0.5073394797110437
14138,2,2,982.3800000000001,0,Recent Low-Value Customers,0.9617044740028362,-1.7189226579170391
14139,46,1,415.82,3,Inactive Customers,-0.8637912559858444,-0.4424460336344193
14140,4,2,935.05,0,Recent Low-Value Customers,0.7431013405939788,-1.4129961280767611
14141,3,4,915.13,0,Recent Low-Value Customers,1.2802376245082692,-1.366017655605648
14142,373,1,311.81,3,Inactive Customers,-1.7925654511867495,0.7681426022239441
14143,134,1,115.8,3,Inactive Customers,-1.870673574394558,-0.23626345083390304
14145,47,4,3742.2,2,At-Risk Valuable Customers,0.9986342419841977,0.7214610634071917
14146,9,5,4191.0,1,High-Value Loyal Customers,1.8166885036947167,-0.16181446197866173
14147,78,2,483.4,3,Inactive Customers,-0.624152764730003,0.09725092770651278
14148,234,1,157.2,3,Inactive Customers,-1.9385135931493402,0.22554251972014047
14149,221,1,446.62,3,Inactive Customers,-1.4232118886856622,0.56781072430255
14150,36,2,658.64,0,Recent Low-Value Customers,-0.18777617352990733,-0.27134153542061
14152,75,2,621.29,3,Inactive Customers,-0.4904906084593999,0.16382737921196194
14154,239,2,1345.62,2,At-Risk Valuable Customers,-0.5635753437586212,1.1736911634777574
14155,266,1,118.75,3,Inactive Customers,-2.119431988808074,0.20519021247187413
14156,10,55,117379.63,1,High-Value Loyal Customers,5.381969727929386,1.9690080762140074
14157,20,2,432.88,0,Recent Low-Value Customers,-0.17014097034683368,-0.7828351390496966
14158,40,1,507.66,0,Recent Low-Value Customers,-0.7171113722913112,-0.4566013954930289
14159,20,11,4693.01,1,High-Value Loyal Customers,2.213853610665249,0.6160630179152474
14161,216,3,1110.52,2,At-Risk Valuable Customers,-0.35590072382397514,1.1505626672385045
14162,174,2,289.36,3,Inactive Customers,-1.1709279211044714,0.4153332252555889
14163,87,4,2445.91,2,At-Risk Valuable Customers,0.5652868849448183,0.9511160598074332
14164,71,2,1631.77,2,At-Risk Valuable Customers,-0.012081698956253892,0.4804477608263426
14165,276,1,122.53999999999999,3,Inactive Customers,-2.118696139623919,0.23983666537245715
14167,39,4,574.84,2,At-Risk Valuable Customers,0.18003748433668842,-0.07505673848394312
14171,98,1,363.79,3,Inactive Customers,-1.2117298392796387,-0.018626145642551887
14173,11,4,450.84,0,Recent Low-Value Customers,0.5250222822648367,-0.9266050594729841
14174,33,1,134.46,3,Inactive Customers,-1.2734326455064846,-1.0565975644023868
14175,60,3,3222.3,2,At-Risk Valuable Customers,0.6342426841041968,0.733280234004732
14176,297,4,576.9000000000001,3,Inactive Customers,-0.5856436041319784,1.1994756400914495
14177,86,4,559.41,2,At-Risk Valuable Customers,-0.12976843173939695,0.4077090179953231
14178,9,7,1620.93,1,High-Value Loyal Customers,1.6263169665717394,-0.39669497467626313
14179,41,2,719.78,0,Recent Low-Value Customers,-0.19414772872029554,-0.15873510639920857
14180,11,25,4748.52,1,High-Value Loyal Customers,3.1326747980929084,0.5626258347402601
14184,67,1,452.89,3,Inactive Customers,-0.9645000358808432,-0.17727389237638458
14185,331,1,197.65,3,Inactive Customers,-1.9625102960200567,0.527449422718597
14188,31,6,2054.36,2,At-Risk Valuable Customers,1.1734533522187438,0.3756020456316803
14189,2,15,4654.08,1,High-Value Loyal Customers,3.2136978266577674,-0.5101596814163312
14191,2,13,4684.76,1,High-Value Loyal Customers,3.09602682315549,-0.559078071405959
14193,68,2,853.39,2,At-Risk Valuable Customers,-0.30314902434818625,0.21787222560084296
14194,5,21,11349.52,1,High-Value Loyal Customers,3.659851311434103,0.3758942251183475
14195,202,2,1012.0,3,Inactive Customers,-0.6346873379135031,0.9639787291404065
14196,107,1,335.52,3,Inactive Customers,-1.2832564704919505,0.007197164665468082
14198,18,4,701.4,0,Recent Low-Value Customers,0.558779223560096,-0.47477071772882934
14199,218,1,185.39999999999998,3,Inactive Customers,-1.8337287758166663,0.24050637989526874
14201,60,7,747.44,2,At-Risk Valuable Customers,0.5683404427488236,0.46845254816268406
14204,2,1,161.03,0,Recent Low-Value Customers,-0.26075367278881567,-2.5306684099326224
14205,17,2,466.7,0,Recent Low-Value Customers,-0.07561903140046834,-0.8532646122473454
14206,239,1,328.15999999999997,3,Inactive Customers,-1.5988746806403633,0.505417037823061
14208,95,1,151.74,3,Inactive Customers,-1.6130939283104095,-0.3548259552893484
14209,11,6,2073.43,1,High-Value Loyal Customers,1.5526288317893133,-0.24289670149581563
14210,106,6,1905.8400000000001,2,At-Risk Valuable Customers,0.6766090668311431,1.1136305448620263
14211,53,9,2241.1,2,At-Risk Valuable Customers,1.3374137708192155,0.8760304209010293
14212,90,1,1070.48,3,Inactive Customers,-0.6682336458781015,0.31990155499924794
